Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","236","Venezuela (Bolivarian Republic of)","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","292","Fc","Calculated data"
"FBS","Food Balances (2010-)","236","Venezuela (Bolivarian Republic of)","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","22.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","237","Viet Nam","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2939","Fc","Calculated data"
"FBS","Food Balances (2010-)","237","Viet Nam","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","88.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","237","Viet Nam","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","619","Fc","Calculated data"
"FBS","Food Balances (2010-)","237","Viet Nam","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","34.36","Fc","Calculated data"
"FBS","Food Balances (2010-)","249","Yemen","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2019","Fc","Calculated data"
"FBS","Food Balances (2010-)","249","Yemen","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","53.33","Fc","Calculated data"
"FBS","Food Balances (2010-)","249","Yemen","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","138","Fc","Calculated data"
"FBS","Food Balances (2010-)","249","Yemen","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.98","Fc","Calculated data"
"FBS","Food Balances (2010-)","251","Zambia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2267","Fc","Calculated data"
"FBS","Food Balances (2010-)","251","Zambia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","60.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","251","Zambia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","162","Fc","Calculated data"
"FBS","Food Balances (2010-)","251","Zambia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","13.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","181","Zimbabwe","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","1707","Fc","Calculated data"
"FBS","Food Balances (2010-)","181","Zimbabwe","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","38.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","181","Zimbabwe","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","140","Fc","Calculated data"
"FBS","Food Balances (2010-)","181","Zimbabwe","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.46","Fc","Calculated data"
